Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
Surgical removal of the adenoid is a procedure called adenoidectomy .,6,You can take out your adenoids during surgery .,This operation takes out your adenoids .,Adenoids are removed in an operation called an adenoidectomy .,4,4,6
Temporary abdominal closure techniques are most commonly used in cases of abdominal compartment syndrome in which decompressive laparotomy is necessary to reduce intra abdominal pressure to restore system perfusion .,6,Doctors help you if your tummy hurts because it's too full . They make a small cut to let the air out . This helps your blood flow normally again .,Abdominal compartment syndrome is a bad condition that needs an operation to help blood flow in the abdomen .,"When the pressure inside the abdomen gets too high, doctors may need to operate to reduce the pressure.",3,5,4
Americium -Aluminum alloys are formed by the melting of americium dioxide with aluminum and a fluxing agent .,6,We mix two metals together to make something new .,We mix americium and aluminium to make something strong . OR,Americium-aluminum alloys are made by mixing americium with aluminum and a special helper called a flux .,3,4,5
Three major pathways are involved in abnormal proliferation and contraction of the smooth-muscle cells of the pulmonary artery in patients with pulmonary arterial hypertension .,6,Blood pressure in the lungs can cause problems because of three main reasons . (or) High blood pressure in the lungs is bad for the body .,People with a bad lung problem have three main reasons why their lung blood vessels get too small .,People with high blood pressure in their lungs have problems with the muscle cells in their arteries.,3,3,4
Gum arabic is a complex mixture of glycoproteins and polysaccharides predominantly consisting of arabinose and galactose .,6,Gum arabic is made from sugar.,Gum arabic comes from sugars and proteins . ( compression ),Gum arabic is made from sugar and protein .(Simplification using a synonym),3,4,4
The first step involves light opening the ring of 7 - dehydrocholesterol to form pre vitamin D3 .,6,You get vitamin D3 from the sun .,Vitamin D3 is made from a chemical called 7-dehydrocholesterol when light hits it.,"First, a chemical change happens to create pre-vitamin D3 .",2,5,3
An algorithm for finding the smallest superpermutation for 6 or more symbols is as of yet unsolved .,6,We can't find a superpermutation with 6 or more letters .,There’s a difficult math problem we can’t solve yet .,There is no way to find the smallest superpermutation using 6 or more symbols.,4,2,4
Another bee-inspired stigmergic computational technique called bee colony optimization is employed in Internet Server Optimization .,6,Companies use a special way to make their computers better .,Bees help us create better computers .,"In computer science , a technique called bee colony optimization is used to optimize servers on the Internet .",2,2,4
NK cells are cytotoxic ; small granules in their cytoplasm contain proteins such as perforin and proteases known as granzymes .,6,NK cells help keep us healthy . They kill bad things like germs .,NK cells can kill things . They have special helpers .,NK cells kill infected cells by releasing poison inside them.,3,2,3
Cyberpunk and postcyberpunk authors have been interested by the idea of the breakdown of the government .,6,Some science fiction writers write about bad governments .,Cyberpunk stories often have governments that fall apart . (The word 'cyberpunk' is retained as it's part of the genre name),Some science fiction writers have thought about what would happen if a government failed .(paraphrasing),3,4,4
"As of 2008 , the best published cryptanalysis on the Twofish block cipher is a truncated differential cryptanalysis of the full 16 - round version .",6,"In 2008 , there was a problem with Twofish .",Experts looked at the Twofish encryption method in 2008 . They tested it with a strong attack .,It 's not surprising that the new product failed .,2,4,2
Welded tuff is a pyroclastic flow of lava which was hot enough to weld together .,6,Lava gets hard when it cools down.,Volcanic ash turns into rock when it cools down .,"Rock is made when lava cools down fast .Here's the original sentence and your rewritten version of it: Original:Please rewrite the following complex sentence in order to make it easier to understand by B1 CEFR level language learners. B1 level language learner Can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension.You can do so by replacing complex words with simpler synonyms (i.e. paraphrasing), deleting unimportant information (i.e. compression), and/or splitting a long complex sentence into several simpler ones. The final simplified sentence needs to be grammatical, fluent, and retain the main ideas of its original counterpart without altering its meaning.The following are examples of sentences readable by B1 CEFR level language learners:",2,4,5
"The symptoms of CJD are caused by the progressive death of the brain 's nerve cells , which is associated with the build - up of abnormal prion protein molecules forming amyloids .",6,CJD hurts the brain . It makes bad things that damage the brain .,"When people get CJD , their brain cells die . This is because of bad proteins in the brain that cause problems .","In CJD , the brain 's nerve cells die because of a build-up of abnormal proteins called amyloids .(Note: This example uses both simplification and paraphrasing. In the original sentence, the word ""accumulate"" has been replaced with ""build-up"", which is a more accessible synonym for B1 learners.)",3,3,5
"With approximately 25 phonemes , the German consonant system has an average number of consonants in comparison with other languages .",6,German has different sounds.,German has some hard consonant sounds .,German has around 25 different consonant sounds .,2,3,3
Serum is an important part of the self-renewal of embryonic stem cells when combined with the cytokine leukemia inhibitory factor .,6,Serum makes cells grow when added to a special liquid .,Serum helps cells to grow and get new .,Serum helps stem cells grow when mixed with a special protein .,3,3,3
He is known from two inscriptions in hieroglyphics .,6,There is one writing with his name and another with symbols.,Two old writings mention him .The old writings are in a language called hieroglyphics .,There are two ancient writings about him that use pictures and symbols .,3,5,3
Entropy is simply a quantitative measure of what the second law of thermodynamics describes : the spreading of energy until it is evenly spread .,6,There is a lot of noise everywhere.,Energy is spread out evenly over time.,Entropy is a measure of how energy is spread out evenly .,2,3,4
"Shiprock is composed of fractured volcanic breccia and black dikes of igneous rock called minette , or lamprophyre .",6,It is a big rock .,Shiprock is volcanic rock.,Shiprock is made of volcanic rock and dark rock .,1,4,4
Massive hydrographical studies are usually undertaken by national or international organizations that sponsor data collection through surveys and publication of charts and descriptive materials for navigational purposes .,6,Companies look at the ocean .They collect information to help people navigate .,We study rivers and seas to help people navigate .,Organizations collect information about rivers and lakes to help sailors navigate them .,3,3,3
The glans penis is the expanded cap of the corpus spongiosum .,6,It ends with the glans penis .,The penis has a round tip . ( compression ),What is the glans penis ?,3,4,3
Zinc chloride irritates skin and the respiratory tract .,6,Zinc chloride hurts your skin and makes it hard to breathe .,Zinc chloride hurts your skin and makes breathing difficult .,Zinc chloride can irritate your skin and lungs .,4,4,4
Species in the Araceae are often rhizomatous or tuberous and are often found to contain calcium oxalate crystals or raphides .,6,Some plants have sharp roots that grow underground . You can hurt yourself if you touch them .,Some plants have sharp things inside them .,Some plants in the Araceae family live underground and have sharp crystals .,3,3,4
"The symptom may be helped by taking antacids , such as calcium carbonate and sodium bicarbonate .",6,You can feel better from heartburn with tablets .,I have a headache .Original sentence: I have a headache because I didn’t get enough sleep last night .Rewritten sentence: I have a headache .Original sentence: The weather is very hot today because there is no cloud in the sky .Rewritten sentence: The weather is very hot today .,Antacids can help relieve heartburn symptoms .,3,3,4
"Constructing a cipher or hash to exhibit a substantial avalanche effect is one of the primary design objectives , and mathematically the construction takes advantage of the butterfly effect .",6,Small changes can make a big difference.,Making small changes in a code can have big effects .,"If you change something small in a secret code , it will become completely different . This is like a big effect from a small cause .",2,3,3
"In organisms that use chromosomal crossover to exchange DNA and recombine genes , errors in alignment during meiosis can also cause mutations .",6,Some living things have health problems.,Chromosomes can mix up when cells divide. This can cause problems . OR,Genetic mistakes can happen when parents pass on their genes to their children .,2,4,3
The kinetoplastids were first defined by Bronislaw M. Honigberg in 1963 as the members of the flagellated protozoans .,6,Honigberg said that kinetoplastids are small animals with tails .,Honigberg first found tiny animals with tails in 1963 .Here is the rewritten sentence:,Bronislaw Honigberg discovered kinetoplastids in 1963 .They are a type of tiny animal called a protozoan with a tail .,5,4,6
"In organic synthesis , an important dyotropic reaction is the conversion of 4 - substituted - gamma-lactones to butyrolactones .",6,Some things become other things .,Chemical reactions make new things . One of these reactions turns some old compounds into new ones .,Chemical reactions change some compounds into others.,1,3,3
"Within the modern synthesis of the early 20th century , macroevolution is thought of as the compounded effects of microevolution .",6,Things change little by little.,Evolution is a slow process that happens gradually.,Scientists used to think that big changes in living things happened because of many small changes happening over time.,1,3,3
It follows from the second law of thermodynamics that the entropy of a system that is not isolated may decrease .,6,Systems lose energy.,More people make a mess smaller .,You can make a system less messy if you help it .,2,2,3
Most hormones initiate a cellular response by initially binding to either cell membrane associated or intracellular receptors .,6,Hormones tell cells what to do .,Some hormones stick to proteins on cells .,Hormones send a signal to cells by sticking to them .,3,3,3
"Different attack models are used for other cryptographic systems , or more generally for all kind of security systems .",6,They break into computers .Here is the given complex sentence:Some people steal valuable things from homes .,Some security systems use other models to stop attacks .,Other security systems use different types of attacks .,3,3,3
The nasal septum can depart from the center line of the nose in a condition that is known as a deviated septum caused by trauma .,6,You might hurt your nose.,"If you hit your nose, it could become crooked.","If you hit your nose very hard, it could get hurt.",1,3,2
"Cattle have been domesticated since the neolithic era , but can survive for months or even years with little or no supervision .",6,Cattle have been used by humans for a long time . They can live alone for a long time .,People have kept animals like cows as pets for a long time . Sometimes these animals live alone .,"Some people keep cattle as pets . But if you don't take good care of them , they can survive for months or even years .",3,2,3
Ophiuroids in general are mostly scavengers or detritivores .,6,Ophiuroids eat dead things .,Ophiuroids mainly eat dead animals and plants.,Ophiuroids mainly eat dead animals and plants.,4,4,4
"Blossom died on July 8 , 2011 at the age of 87 of cerebrovascular disease .",6,She died after a stroke in 2011.,"Blossom was an old woman . She had a stroke and died on July 8 , 2011 .","Blossom died on July 8 , 2011 at the age of 87 . She had a stroke .",1,2,2
A description of any thermodynamic system employs the four laws of thermodynamics that form an axiomatic basis .,6,There are four important rules for systems.,Four laws explain how things work . OR Four laws tell us about thermodynamics .,There are four important rules to describe thermodynamic systems .,2,4,4
"However , recent research has shown that at least some prokaryotes have microcompartments such as carboxysomes .",6,Some bacteria have tiny rooms inside them .,Some bacteria have special bags that help them breathe .,Some bacteria have small containers inside them called carboxysomes .,3,3,5
The serous fluid contains the enzyme amylase which acts in the digestion of carbohydrates .,6,We digest food in our tummies .(replaced complex word 'breaks down' with simpler synonym 'digest'),Serous fluid has an enzyme that breaks down sugar.,Serous fluid contains an enzyme that breaks down carbohydrates.,4,5,6
"Saliva contains the enzyme amylase , which hydrolyses starch into maltose and dextrin .",6,Saliva breaks down food .,Saliva has an enzyme that makes starch turn into sugar .,Saliva contains an enzyme called amylase . It breaks down starch into maltose and dextrin .,2,5,6
The nectar of some eucalypts produces high-quality monofloral honey .,6,Some eucalyptus flowers are used to make honey . (Splitting the sentence),Eucalyptus flowers make good honey .,Some eucalyptus flowers can make good honey . (or) Eucalyptus flowers can produce good honey . (or) Honey is sometimes made from eucalyptus flowers .,4,3,4
Stratigraphic contour lines may be used to illustrate the surface of a selected stratum illustrating the subsurface topographic trends of the strata .,6,Contour lines show the shape of the ground. They help us see what is underground.,"This map shows what the underground rocks look like .B1 level language learners can understand short, simple texts with a higher proportion of vocabulary that is less common than at the A2 level. They can also handle longer and more complex texts with more detailed descriptions. The following are examples of sentences readable by B1 CEFR level language learners:",Stratigraphic contour lines help us see how rock layers look underneath the ground and what the general pattern is .,3,4,4
Potassium chromate is a carcinogen and strong oxidant .,6,Some things can make you sick and catch fire .  Rewrite the following complex sentence for A1 CEFR level language learners:,Potassium chromate is bad for you and can damage things .,Potassium chromate is a dangerous chemical . It can cause cancer and burn easily .,4,4,5
The two testable structural consequences of the cosmological principle are homogeneity and isotropy .,6,The universe is the same everywhere. It looks the same all around us.,1. The universe looks the same everywhere.,One important idea about the universe is that it looks the same everywhere.,2,2,3
Photolysis is part of the light- dependent reactions of photosynthesis .,6,Photosynthesis has two parts .,Plants need sunlight to grow .,Photosynthesis uses light to make energy.,5,2,5
Ammonium nitrate is not hazardous to health and is usually used in fertilizer products .,6,Ammonium nitrate is good for plants . It helps them grow .,Ammonium nitrate is safe and often used in fertilizers .,Ammonium nitrate is safe and is often used in fertilisers .,4,5,5
Small granules in their cytoplasm contain proteins and enzymes called granzymes .,6,Cells have small things inside that help them fight infections .(Note: This is an example of paraphrasing.),Cells have small parts that contain proteins and enzymes .,Cells have small particles called granules . These granules contain proteins and enzymes that fight viruses .,4,4,5
A Tigrinya syllable may consist of a consonant -vowel or a consonant - vowel - consonant sequence .,6,"In Tigrinya , a syllable has one vowel and maybe another sound .","In Tigrinya, a syllable is a consonant and a vowel. Sometimes, there is another consonant after the vowel.","In Tigrinya , a syllable has one or two parts: a consonant and a vowel , or a consonant , a vowel , and another consonant . Original text: B1 CEFR level language learners can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension. Simplified text: Learners at B1 level can read simple factual texts about things they like with some understanding. This is a translation from English to French: Les apprenants à niveau B1 peuvent lire des textes factuels simples sur des sujets liés à leurs centres d'intérêt avec une certaine compréhension.",4,4,5
Pharmacoepidemiology bridges pharmacology and epidemiology and borrows their methodology from both of them .,6,Medicines can help or hurt people .,Pharmacoepidemiology studies how medicines help or harm people with illnesses .,Pharmacoepidemiology combines pharmacology and epidemiology . It uses techniques from both areas .,2,5,6
Dimethylmercury is extremely toxic and dangerous to handle .,6,Mercury is very bad for you .,Dimethylmercury is very dangerous and difficult to handle safely .,Dimethylmercury is very dangerous and hard to handle .,1,4,4
"Because oxygen is more electronegative than carbon , carbonyl compounds often have resonance structures which affect their reactivity .",6,Oxygen is stronger than carbon .,Oxygen is better at pulling in electrons than carbon . This makes some compounds more active .,Carbonyl compounds react differently because oxygen is more attracted to electrons than carbon .,3,4,5
"In the US , greater than 200,000 surgeries are performed each year for pelvic organ prolapse and 81 % of these are to correct cystocele .",6,Some people in America have a big operation every year .,Some women in America have surgery every year because they have a problem with their pelvic area . This surgery usually helps people whose bladder is not in the right place .,Many women in the US get surgery each year to fix a problem with their pelvic organs . Most of these surgeries ( 81 % ) are for a condition called cystocele .,2,4,5
The near-absence of genetic recombination in mitochondrial DNA makes it a useful source of information for scientists involved in population genetics and evolutionary biology .,6,Scientists use DNA from our cells because it doesn't mix with other DNA.,Mitochondrial DNA doesn't change much . This makes it useful for scientists who study how animals and people have evolved over time .,Mitochondrial DNA is good for scientists because it stays separate from other DNA.,3,4,4
"Of all aldehydes , formaldehyde is produced on the largest scale , about .",6,Formaldehyde is a very common chemical . It is used to make many other chemicals .,Formaldehyde is made a lot . It is about .,Formaldehyde is the most commonly used aldehyde .,4,3,5
"The two aldehydes of greatest importance in industry , formaldehyde and acetaldehyde , have complicated behavior because of their tendency to oligomerize or polymerize .",6,Formaldehyde and acetaldehyde are two chemicals used in factories . They can behave strangely and form large molecules .,Some industrial chemicals can react with each other in different ways .,Formaldehyde and acetaldehyde are two chemicals used in industry . But they can react with each other and become hard to use .,5,3,5
One example of an epigenetic change in eukaryotic biology is the process of cellular differentiation .,6,Cells change into different shapes in some living things .,Cells in living things grow and change .(compressed version),"In eukaryotic biology, cells change in a process called cellular differentiation .",3,3,5
"The Acanthocephala , a group of parasitic worms previously considered to be a separate phylum , have been shown to be modified rotifers .",6,"We thought some worms were one kind, but they are really another kind.",Some scientists think a certain type of worm used to be a tiny animal called a rotifer.,"Scientists have found that a certain type of worm called Acanthocephala is not a worm at all, but a type of rotifer.",3,4,5
The Acanthocephala were thought to be a discrete phylum .,6,People thought acathocephalans were a different kind of worm .,Scientists thought Acanthocephala was a special kind of worm .,Some people used to think that the Acanthocephala were a different type of animal.,5,4,4
Ammonium carbonate is produced by combining carbon dioxide and aqueous ammonia .,6,Ammonia and carbon dioxide make a new substance . or Ammonia and carbon dioxide mix together to make something new .,"You make a special kind of salt by mixing water , carbon dioxide , and ammonia .(Here we replace 'ammonium carbonate' with 'a special kind of salt', which is easier to understand for A2 learners.)",Carbon dioxide and ammonia are mixed together to make a new substance called ammonium carbonate .,4,5,5
"Descendants of the therapsids , the cynodonts were still flourishing along with the dinosaurs .",6,Many animals lived with dinosaurs .,Some of the dinosaurs' family members were still alive.,Some animals that are like mammals were still alive when the dinosaurs existed.,3,3,3
"Huya has a moderately red-sloped reflectance spectrum in the visible and near-infrared , suggesting a surface rich in organic material such as tholins .",6,Huya is red because it has much dirt.,Huya is a reddish-brown colour . This is because its surface has lots of organic materials .,Huya looks reddish-brown because its surface is covered with a lot of organic material .,2,3,3
"There are three types of conics : the ellipse , parabola , and hyperbola .",6,"There are three kinds of conic shapes . They are ellipses , parabolas , and hyperbolas .",There are three kinds of cones . (Replacing complex words with simpler synonyms),"There are three types of conics : ellipses , parabolas , and hyperbolas .",5,4,5
"Adult Neuropterans have four membranous wings , all about the same size , with many veins .",6,Insects have four big wings.,Adult Neuropterans have four big wings .,Adult neuropterans have four wings of equal size with many veins .,2,4,5
Many species of chaetotonid gastrotrichs reproduce entirely by parthenogenesis .,6,Chaetotonid gastrotrichs are small animals that live in water. They can make more animals. The new animals come from eggs.,Some tiny animals called chaetotonid gastrotrichs can have babies without a father.,Chaetotonid gastrotrichs don't need a partner to reproduce.,5,5,5
"Antipsychotic medicines , such as haloperidol , are sometimes used along with benzodiazepines to control agitation or psychosis .",6,Medicines can help people who are very upset or confused.,Some people take special medicine to feel calm when they are stressed or ill in the head . Sometimes they take two medicines together .,Haloperidol and other medicines are sometimes used with other drugs to calm people and stop them from being psychotic . Haloperidol and other medicines are sometimes used with other drugs to calm people and stop them from being psychotic .,3,3,5
Bismuth chloride is used as a catalyst in organic synthesis .,6,Some medicines have bismuth in them .,Chemists use bismuth chloride to make chemical reactions happen.,Chemists use bismuth chloride to speed up chemical reactions .,3,4,5
A person consuming a dangerous amount of alcohol persistently can develop memory blackouts and idiosyncratic intoxication or pathological drunkenness symptoms .,6,Drinking too much can make you forget things.,Too much alcohol can harm your memory and make you feel strange .,Drinking too much alcohol regularly can harm your memory and cause unusual behaviour .,2,3,3
"Most members of this family are ambush predators , in that they typically remain motionless in a camouflaged position , and then strike suddenly at passing prey .",6,This animal is a meat-eater . It waits quietly for food and then catches it .,They wait quietly for their food.,"Members of this family are hunters. They wait quietly for their food to come near. When it does, they attack.",3,2,3
"Scientists have got new evidence , based on new and better ways of finding dates , using optically stimulated luminescence and Uranium - thorium dating of megafaunal bones .",6,Scientists have found new things about old bones.,Scientists find out how old old bones are using new methods .,Scientists have found new evidence to help them date old bones more accurately . They have developed two new methods to do this .,2,3,3
New evidence based on accurate optically stimulated luminescence and uranium - thorium dating of megafaunal remains suggests that humans were the ultimate cause of the extinction of megafauna in Australia .,6,Australia has few big animals because of people’s actions .,Big animals died out in Australia because of human actions .,Scientists have found new evidence that humans killed off big animals in Australia .,3,2,3
Potassium bromate is produced when bromine is passed through a hot solution of potassium hydroxide .,6,Mixing bromine with hot water makes a new thing called potassium bromate .,"High temperatures cause bromine to react with potassium hydroxide , making potassium bromate .","To make potassium bromate , you add bromine to a hot mixture of potassium hydroxide .",4,5,5
"Olfactory hallucinations can be caused by common medical conditions such as nasal infections , nasal polyps , or dental problems .",6,Some people smell bad things that aren't there . This can be because they have a problem with their nose or mouth .,You may smell bad things because you have a health problem . (or) Some people smell bad things because they are sick . (or) You can smell bad things if you have a health problem . (or) People with health problems may smell bad things .,Some common illnesses like colds or gum disease can cause strange smells .,3,3,3
